"motif","tfs"
"MA0644.1","TPRX1"
"MA0644.1","SHOX2"
"MA0644.1","RHOXF1"
"MA0644.1","RHOXF2"
"MA0644.1","RHOXF2B"
"MA0644.1","RAX2"
"MA0644.1","PRRX1"
"MA0644.1","PRRX2"
"MA0644.1","PROP1"
"MA0644.1","PITX1"
"MA0644.1","PITX2"
"MA0644.1","PITX3"
"MA0644.1","PHOX2A"
"MA0644.1","PHOX2B"
"MA0644.1","OTX1"
"MA0644.1","OTX2"
"MA0644.1","CRX"
"MA0644.1","MIXL1"
"MA0644.1","HESX1"
"MA0644.1","ALX1"
"MA0644.1","ALX3"
"MA0644.1","ALX4"
"MA0644.1","ELF3"
"MA0645.1","SPDEF"
"MA0645.1","ETV7"
"MA0645.1","SPIB"
"MA0645.1","SPIC"
"MA0645.1","EHF"
"MA0645.1","ELF3"
"MA0645.1","ELF5"
"MA0645.1","ELF1"
"MA0645.1","ELF2"
"MA0645.1","ELF4"
"MA0645.1","ELK1"
"MA0645.1","ELK3"
"MA0645.1","ELK4"
"MA0645.1","ETV1"
"MA0645.1","ETV4"
"MA0645.1","ETV5"
"MA0645.1","ERF"
"MA0645.1","ETV2"
"MA0645.1","FLI1"
"MA0645.1","ERG"
"MA0645.1","FEV"
"MA0645.1","ETV3"
"MA0645.1","ETV3L"
"MA0646.1","GCM2"
"MA0647.1","GRHL2"
"MA0647.1","GRHL3"
"MA0648.1","HOPX"
"MA0648.1","ISX"
"MA0648.1","LEUTX"
"MA0648.1","NOBOX"
"MA0648.1","OTP"
"MA0648.1","ARGFX"
"MA0648.1","RAX"
"MA0648.1","SEBOX"
"MA0648.1","SHOX"
"MA0648.1","UNCX"
"MA0648.1","ARX"
"MA0648.1","DPRX"
"MA0648.1","DRGX"
"MA0648.1","GSC2"
"MA0648.1","ESX1"
"MA0648.1","DUXA"
"MA0648.1","DUX4"
"MA0648.1","VSX1"
"MA0648.1","VSX2"
"MA0648.1","TPRX1"
"MA0648.1","SHOX2"
"MA0648.1","RHOXF1"
"MA0648.1","RHOXF2"
"MA0648.1","RHOXF2B"
"MA0648.1","RAX2"
"MA0648.1","PRRX1"
"MA0648.1","PRRX2"
"MA0648.1","PROP1"
"MA0648.1","PITX1"
"MA0648.1","PITX2"
"MA0648.1","PITX3"
"MA0648.1","PHOX2A"
"MA0648.1","PHOX2B"
"MA0648.1","OTX1"
"MA0648.1","OTX2"
"MA0648.1","CRX"
"MA0648.1","MIXL1"
"MA0648.1","HESX1"
"MA0648.1","ALX1"
"MA0648.1","ALX3"
"MA0648.1","ALX4"
"MA0648.1","ELF3"
"MA0649.1","HES1"
"MA0649.1","HEYL"
"MA0649.1","HELT"
"MA0649.1","DEC1"
"MA0649.1","HES2"
"MA0649.1","HES3"
"MA0649.1","HES4"
"MA0649.1","HES5"
"MA0649.1","HES6"
"MA0649.1","HES7"
"MA0649.1","HEY1"
"MA0650.1","CDX1"
"MA0650.1","CDX2"
"MA0650.1","CDX4"
"MA0650.1","HOXA9"
"MA0650.1","HOXD11"
"MA0650.1","HOXC12"
"MA0650.1","HOXD12"
"MA0650.1","HOXB13"
"MA0650.1","HOXC13"
"MA0650.1","HOXD13"
"MA0650.1","HOXB9"
"MA0650.1","HOXC9"
"MA0650.1","HOXD9"
"MA0650.1","HOXA10"
"MA0650.1","HOXC10"
"MA0650.1","HOXD10"
"MA0650.1","HOXA11"
"MA0650.1","HOXC11"
"MA0650.1","HOXB8"
"MA0650.1","HOXC8"
"MA0650.1","HOXD8"
"MA0650.1","HOXA6"
"MA0650.1","HOXB6"
"MA0650.1","HOXC6"
"MA0650.1","HOXA7"
"MA0650.1","HOXB7"
"MA0650.1","HOXA5"
"MA0650.1","HOXB5"
"MA0650.1","HOXC5"
"MA0650.1","HOXA4"
"MA0650.1","HOXB4"
"MA0650.1","HOXC4"
"MA0650.1","HOXD4"
"MA0650.1","HOXA3"
"MA0650.1","HOXB3"
"MA0650.1","HOXD3"
"MA0650.1","HOXA2"
"MA0650.1","HOXB2"
"MA0650.1","PDX1"
"MA0650.1","MEOX1"
"MA0650.1","MEOX2"
"MA0650.1","MNX1"
"MA0650.1","GSX1"
"MA0650.1","GSX2"
"MA0650.1","GBX1"
"MA0650.1","GBX2"
"MA0650.1","EVX1"
"MA0650.1","EVX2"
"MA0650.1","HOXA1"
"MA0650.1","HOXB1"
"MA0650.1","HOXD1"
"MA0651.1","CDX1"
"MA0651.1","CDX2"
"MA0651.1","CDX4"
"MA0651.1","HOXA9"
"MA0651.1","HOXD11"
"MA0651.1","HOXC12"
"MA0651.1","HOXD12"
"MA0651.1","HOXA13"
"MA0651.1","HOXB13"
"MA0651.1","HOXC13"
"MA0651.1","HOXD13"
"MA0651.1","HOXB9"
"MA0651.1","HOXC9"
"MA0651.1","HOXD9"
"MA0651.1","HOXA10"
"MA0651.1","HOXC10"
"MA0651.1","HOXD10"
"MA0651.1","HOXA11"
"MA0651.1","HOXB8"
"MA0651.1","HOXC8"
"MA0651.1","HOXD8"
"MA0651.1","HOXA6"
"MA0651.1","HOXB6"
"MA0651.1","HOXC6"
"MA0651.1","HOXA7"
"MA0651.1","HOXB7"
"MA0651.1","HOXA5"
"MA0651.1","HOXB5"
"MA0651.1","HOXC5"
"MA0651.1","HOXA4"
"MA0651.1","HOXB4"
"MA0651.1","HOXC4"
"MA0651.1","HOXD4"
"MA0651.1","HOXA3"
"MA0651.1","HOXB3"
"MA0651.1","HOXD3"
"MA0651.1","HOXA2"
"MA0651.1","HOXB2"
"MA0651.1","PDX1"
"MA0651.1","MEOX1"
"MA0651.1","MEOX2"
"MA0651.1","MNX1"
"MA0651.1","GSX1"
"MA0651.1","GSX2"
"MA0651.1","GBX1"
"MA0651.1","GBX2"
"MA0651.1","EVX1"
"MA0651.1","EVX2"
"MA0651.1","HOXA1"
"MA0651.1","HOXB1"
"MA0651.1","HOXD1"
"MA0652.1","IRF1"
"MA0652.1","IRF2"
"MA0652.1","IRF3"
"MA0652.1","IRF4"
"MA0652.1","IRF5"
"MA0652.1","IRF6"
"MA0652.1","IRF7"
"MA0652.1","IRF9"
"MA0653.1","IRF1"
"MA0653.1","IRF2"
"MA0653.1","IRF3"
"MA0653.1","IRF4"
"MA0653.1","IRF5"
"MA0653.1","IRF6"
"MA0653.1","IRF7"
"MA0653.1","IRF8"
"MA0654.1","HOPX"
"MA0654.1","LEUTX"
"MA0654.1","NOBOX"
"MA0654.1","OTP"
"MA0654.1","ARGFX"
"MA0654.1","RAX"
"MA0654.1","SEBOX"
"MA0654.1","SHOX"
"MA0654.1","UNCX"
"MA0654.1","ARX"
"MA0654.1","DPRX"
"MA0654.1","DRGX"
"MA0654.1","GSC"
"MA0654.1","GSC2"
"MA0654.1","ESX1"
"MA0654.1","DUXA"
"MA0654.1","DUX4"
"MA0654.1","VSX1"
"MA0654.1","VSX2"
"MA0654.1","TPRX1"
"MA0654.1","SHOX2"
"MA0654.1","RHOXF1"
"MA0654.1","RHOXF2"
"MA0654.1","RHOXF2B"
"MA0654.1","RAX2"
"MA0654.1","PRRX1"
"MA0654.1","PRRX2"
"MA0654.1","PROP1"
"MA0654.1","PITX1"
"MA0654.1","PITX2"
"MA0654.1","PITX3"
"MA0654.1","PHOX2A"
"MA0654.1","PHOX2B"
"MA0654.1","OTX1"
"MA0654.1","OTX2"
"MA0654.1","CRX"
"MA0654.1","MIXL1"
"MA0654.1","HESX1"
"MA0654.1","ALX1"
"MA0654.1","ALX3"
"MA0654.1","ALX4"
"MA0654.1","ELF3"
"MA0655.1","ATF3"
"MA0655.1","FOSB"
"MA0656.1","ATF3"
"MA0656.1","FOSB"
"MA0657.1","EGR1"
"MA0657.1","EGR2"
"MA0657.1","EGR3"
"MA0657.1","EGR4"
"MA0657.1","KLF1"
"MA0657.1","KLF10"
"MA0657.1","KLF11"
"MA0657.1","KLF12"
"MA0657.1","KLF14"
"MA0657.1","KLF15"
"MA0657.1","KLF16"
"MA0657.1","KLF17"
"MA0657.1","KLF2"
"MA0657.1","KLF3"
"MA0657.1","KLF4"
"MA0657.1","KLF5"
"MA0657.1","KLF6"
"MA0657.1","KLF7"
"MA0657.1","KLF8"
"MA0657.1","KLF9"
"MA0657.1","SP1"
"MA0657.1","SP2"
"MA0657.1","SP3"
"MA0657.1","SP4"
"MA0657.1","SP5"
"MA0657.1","SP6"
"MA0657.1","SP7"
"MA0657.1","SP8"
"MA0657.1","SP9"
"MA0658.1","LHX8"
"MA0658.1","LHX3"
"MA0658.1","LHX4"
"MA0658.1","LHX2"
"MA0658.1","LHX9"
"MA0658.1","LHX1"
"MA0658.1","LHX5"
"MA0658.1","ISL1"
"MA0658.1","ISL2"
"MA0659.1","MAFF"
"MA0659.1","MAFK"
"MA0659.1","MAFA"
"MA0659.1","MAFB"
"MA0659.1","NRL"
"MA0660.1","MEF2A"
"MA0660.1","MEF2C"
"MA0660.1","MEF2D"
"MA0661.1","CDX1"
"MA0661.1","CDX2"
"MA0661.1","CDX4"
"MA0661.1","HOXA9"
"MA0661.1","HOXD11"
"MA0661.1","HOXC12"
"MA0661.1","HOXD12"
"MA0661.1","HOXA13"
"MA0661.1","HOXB13"
"MA0661.1","HOXC13"
"MA0661.1","HOXD13"
"MA0661.1","HOXB9"
"MA0661.1","HOXC9"
"MA0661.1","HOXD9"
"MA0661.1","HOXA10"
"MA0661.1","HOXC10"
"MA0661.1","HOXD10"
"MA0661.1","HOXA11"
"MA0661.1","HOXC11"
"MA0661.1","HOXB8"
"MA0661.1","HOXC8"
"MA0661.1","HOXD8"
"MA0661.1","HOXA6"
"MA0661.1","HOXB6"
"MA0661.1","HOXC6"
"MA0661.1","HOXA7"
"MA0661.1","HOXB7"
"MA0661.1","HOXA5"
"MA0661.1","HOXB5"
"MA0661.1","HOXC5"
"MA0661.1","HOXA4"
"MA0661.1","HOXB4"
"MA0661.1","HOXC4"
"MA0661.1","HOXD4"
"MA0661.1","HOXA3"
"MA0661.1","HOXB3"
"MA0661.1","HOXD3"
"MA0661.1","HOXA2"
"MA0661.1","HOXB2"
"MA0661.1","PDX1"
"MA0661.1","MEOX2"
"MA0661.1","MNX1"
"MA0661.1","GSX1"
"MA0661.1","GSX2"
"MA0661.1","GBX1"
"MA0661.1","GBX2"
"MA0661.1","EVX1"
"MA0661.1","EVX2"
"MA0661.1","HOXA1"
"MA0661.1","HOXB1"
"MA0661.1","HOXD1"
"MA0662.1","HOPX"
"MA0662.1","ISX"
"MA0662.1","LEUTX"
"MA0662.1","NOBOX"
"MA0662.1","OTP"
"MA0662.1","ARGFX"
"MA0662.1","RAX"
"MA0662.1","SEBOX"
"MA0662.1","SHOX"
"MA0662.1","UNCX"
"MA0662.1","ARX"
"MA0662.1","DPRX"
"MA0662.1","DRGX"
"MA0662.1","GSC"
"MA0662.1","GSC2"
"MA0662.1","ESX1"
"MA0662.1","DUXA"
"MA0662.1","DUX4"
"MA0662.1","VSX1"
"MA0662.1","VSX2"
"MA0662.1","TPRX1"
"MA0662.1","SHOX2"
"MA0662.1","RHOXF1"
"MA0662.1","RHOXF2"
"MA0662.1","RHOXF2B"
"MA0662.1","RAX2"
"MA0662.1","PRRX1"
"MA0662.1","PRRX2"
"MA0662.1","PROP1"
"MA0662.1","PITX1"
"MA0662.1","PITX2"
"MA0662.1","PITX3"
"MA0662.1","PHOX2A"
"MA0662.1","PHOX2B"
"MA0662.1","OTX1"
"MA0662.1","OTX2"
"MA0662.1","CRX"
"MA0662.1","HESX1"
"MA0662.1","ALX1"
"MA0662.1","ALX3"
"MA0662.1","ALX4"
"MA0662.1","ELF3"
"MA0663.1","MXI1"
"MA0663.1","MNT"
"MA0663.1","MAX"
"MA0663.1","USF1"
"MA0663.1","USF2"
"MA0663.1","TFE3"
"MA0663.1","TFEB"
"MA0663.1","TFEC"
"MA0663.1","MITF"
"MA0663.1","MYCN"
"MA0666.1","NANOG"
"MA0666.1","NOTO"
"MA0666.1","VENTX"
"MA0666.1","BSX"
"MA0666.1","HHEX"
"MA0666.1","HLX"
"MA0666.1","EN1"
"MA0666.1","EN2"
"MA0666.1","EMX1"
"MA0666.1","EMX2"
"MA0666.1","DLX1"
"MA0666.1","DLX2"
"MA0666.1","DLX3"
"MA0666.1","DLX4"
"MA0666.1","DLX5"
"MA0666.1","DLX6"
"MA0666.1","DBX1"
"MA0666.1","DBX2"
"MA0666.1","VAX1"
"MA0666.1","VAX2"
"MA0666.1","TLX1"
"MA0666.1","TLX2"
"MA0666.1","TLX3"
"MA0666.1","BARX1"
"MA0666.1","BARX2"
"MA0666.1","HMX1"
"MA0666.1","HMX2"
"MA0666.1","HMX3"
"MA0666.1","MSX2"
"MA0666.1","LBX1"
"MA0666.1","LBX2"
"MA0666.1","BARHL1"
"MA0666.1","BARHL2"
"MA0666.1","NR2E1"
"MA0667.1","MYF5"
"MA0668.1","BHLHA9"
"MA0668.1","NEUROD1"
"MA0668.1","BHLHE22"
"MA0668.1","BHLHE23"
"MA0668.1","NEUROD4"
"MA0668.1","NEUROD6"
"MA0668.1","MESP1"
"MA0668.1","MESP2"
"MA0668.1","TCF23"
"MA0668.1","TWIST1"
"MA0668.1","TWIST2"
"MA0668.1","HAND1"
"MA0668.1","HAND2"
"MA0668.1","SCX"
"MA0668.1","PTF1A"
"MA0668.1","TAL1"
"MA0668.1","TAL2"
"MA0668.1","LYL1"
"MA0668.1","NHLH1"
"MA0668.1","NHLH2"
"MA0670.1","NFIB"
"MA0670.1","NFIC"
"MA0670.1","NFIX"
"MA0671.1","NFIA"
"MA0671.1","NFIB"
"MA0671.1","NFIC"
"MA0676.1","NR2C1"
"MA0676.1","NR2C2"
"MA0676.1","NANOG"
"MA0676.1","NOTO"
"MA0676.1","VENTX"
"MA0676.1","BSX"
"MA0676.1","HHEX"
"MA0676.1","HLX"
"MA0676.1","EN1"
"MA0676.1","EN2"
"MA0676.1","EMX1"
"MA0676.1","EMX2"
"MA0676.1","DLX1"
"MA0676.1","DLX2"
"MA0676.1","DLX3"
"MA0676.1","DLX4"
"MA0676.1","DLX5"
"MA0676.1","DLX6"
"MA0676.1","DBX1"
"MA0676.1","DBX2"
"MA0676.1","VAX1"
"MA0676.1","VAX2"
"MA0676.1","TLX1"
"MA0676.1","TLX2"
"MA0676.1","TLX3"
"MA0676.1","BARX1"
"MA0676.1","BARX2"
"MA0676.1","HMX1"
"MA0676.1","HMX2"
"MA0676.1","HMX3"
"MA0676.1","MSX1"
"MA0676.1","MSX2"
"MA0676.1","LBX1"
"MA0676.1","LBX2"
"MA0676.1","BARHL1"
"MA0676.1","BARHL2"
"MA0679.1","SATB1"
"MA0679.1","SATB2"
"MA0679.1","CUX1"
"MA0679.1","CUX2"
"MA0679.1","ONECUT2"
"MA0679.1","ONECUT3"
"MA0680.1","PAX4"
"MA0680.1","PAX6"
"MA0680.1","PAX3"
"MA0681.1","HOPX"
"MA0681.1","ISX"
"MA0681.1","LEUTX"
"MA0681.1","NOBOX"
"MA0681.1","OTP"
"MA0681.1","ARGFX"
"MA0681.1","RAX"
"MA0681.1","SEBOX"
"MA0681.1","SHOX"
"MA0681.1","UNCX"
"MA0681.1","ARX"
"MA0681.1","DPRX"
"MA0681.1","DRGX"
"MA0681.1","GSC"
"MA0681.1","GSC2"
"MA0681.1","ESX1"
"MA0681.1","DUXA"
"MA0681.1","DUX4"
"MA0681.1","VSX1"
"MA0681.1","VSX2"
"MA0681.1","TPRX1"
"MA0681.1","SHOX2"
"MA0681.1","RHOXF1"
"MA0681.1","RHOXF2"
"MA0681.1","RHOXF2B"
"MA0681.1","RAX2"
"MA0681.1","PRRX1"
"MA0681.1","PRRX2"
"MA0681.1","PROP1"
"MA0681.1","PITX1"
"MA0681.1","PITX2"
"MA0681.1","PITX3"
"MA0681.1","PHOX2A"
"MA0681.1","OTX1"
"MA0681.1","OTX2"
"MA0681.1","CRX"
"MA0681.1","MIXL1"
"MA0681.1","HESX1"
"MA0681.1","ALX1"
"MA0681.1","ALX3"
"MA0681.1","ALX4"
"MA0681.1","ELF3"
"MA0682.1","HOPX"
"MA0682.1","ISX"
"MA0682.1","LEUTX"
"MA0682.1","NOBOX"
"MA0682.1","OTP"
"MA0682.1","ARGFX"
"MA0682.1","RAX"
"MA0682.1","SEBOX"
"MA0682.1","SHOX"
"MA0682.1","UNCX"
"MA0682.1","ARX"
"MA0682.1","DPRX"
"MA0682.1","DRGX"
"MA0682.1","GSC"
"MA0682.1","GSC2"
"MA0682.1","ESX1"
"MA0682.1","DUXA"
"MA0682.1","DUX4"
"MA0682.1","VSX1"
"MA0682.1","VSX2"
"MA0682.1","TPRX1"
"MA0682.1","SHOX2"
"MA0682.1","RHOXF1"
"MA0682.1","RHOXF2"
"MA0682.1","RHOXF2B"
"MA0682.1","RAX2"
"MA0682.1","PRRX1"
"MA0682.1","PRRX2"
"MA0682.1","PROP1"
"MA0682.1","PITX2"
"MA0682.1","PITX3"
"MA0682.1","PHOX2A"
"MA0682.1","PHOX2B"
"MA0682.1","OTX1"
"MA0682.1","OTX2"
"MA0682.1","CRX"
"MA0682.1","MIXL1"
"MA0682.1","HESX1"
"MA0682.1","ALX1"
"MA0682.1","ALX3"
"MA0682.1","ALX4"
"MA0682.1","ELF3"
"MA0683.1","HDX"
"MA0683.1","HMBOX1"
"MA0683.1","POU6F1"
"MA0683.1","POU6F2"
"MA0683.1","POU5F1"
"MA0683.1","POU5F2"
"MA0683.1","POU4F1"
"MA0683.1","POU4F3"
"MA0683.1","POU3F1"
"MA0683.1","POU3F2"
"MA0683.1","POU3F3"
"MA0683.1","POU3F4"
"MA0683.1","POU2F1"
"MA0683.1","POU2F2"
"MA0683.1","POU2F3"
"MA0683.1","POU1F1"
"MA0684.1","RUNX2"
"MA0684.1","RUNX1"
"MA0685.1","EGR1"
"MA0685.1","EGR2"
"MA0685.1","EGR3"
"MA0685.1","EGR4"
"MA0685.1","KLF1"
"MA0685.1","KLF10"
"MA0685.1","KLF11"
"MA0685.1","KLF12"
"MA0685.1","KLF13"
"MA0685.1","KLF14"
"MA0685.1","KLF15"
"MA0685.1","KLF16"
"MA0685.1","KLF17"
"MA0685.1","KLF2"
"MA0685.1","KLF3"
"MA0685.1","KLF4"
"MA0685.1","KLF5"
"MA0685.1","KLF6"
"MA0685.1","KLF7"
"MA0685.1","KLF8"
"MA0685.1","KLF9"
"MA0685.1","SP1"
"MA0685.1","SP2"
"MA0685.1","SP3"
"MA0685.1","SP5"
"MA0685.1","SP6"
"MA0685.1","SP7"
"MA0685.1","SP8"
"MA0685.1","SP9"
"MA0686.1","ETV6"
"MA0686.1","ETV7"
"MA0686.1","SPIB"
"MA0686.1","SPIC"
"MA0686.1","EHF"
"MA0686.1","ELF3"
"MA0686.1","ELF5"
"MA0686.1","ELF1"
"MA0686.1","ELF2"
"MA0686.1","ELF4"
"MA0686.1","ELK1"
"MA0686.1","ELK3"
"MA0686.1","ELK4"
"MA0686.1","ETV1"
"MA0686.1","ETV4"
"MA0686.1","ETV5"
"MA0686.1","ERF"
"MA0686.1","ETV2"
"MA0686.1","FLI1"
"MA0686.1","ERG"
"MA0686.1","FEV"
"MA0686.1","ETV3"
"MA0686.1","ETV3L"
"MA0687.1","SPDEF"
"MA0687.1","ETV6"
"MA0687.1","ETV7"
"MA0687.1","SPIB"
"MA0687.1","EHF"
"MA0687.1","ELF3"
"MA0687.1","ELF5"
"MA0687.1","ELF1"
"MA0687.1","ELF2"
"MA0687.1","ELF4"
"MA0687.1","ELK1"
"MA0687.1","ELK3"
"MA0687.1","ELK4"
"MA0687.1","ETV1"
"MA0687.1","ETV4"
"MA0687.1","ETV5"
"MA0687.1","ERF"
"MA0687.1","ETV2"
"MA0687.1","FLI1"
"MA0687.1","ERG"
"MA0687.1","FEV"
"MA0687.1","ETV3"
"MA0687.1","ETV3L"
"MA0688.1","TBX3"
"MA0688.1","TBX4"
"MA0688.1","TBX5"
"MA0689.1","TBX1"
"MA0689.1","TBX10"
"MA0689.1","TBX15"
"MA0689.1","TBX18"
"MA0689.1","TBX22"
"MA0690.1","TBR1"
"MA0692.1","MXI1"
"MA0692.1","MNT"
"MA0692.1","MLX"
"MA0692.1","MAX"
"MA0692.1","USF1"
"MA0692.1","USF2"
"MA0692.1","TFE3"
"MA0692.1","TFEC"
"MA0692.1","MITF"
"MA0692.1","MYCN"
"MA0693.1","PPARA"
"MA0699.1","NANOG"
"MA0699.1","NOTO"
"MA0699.1","VENTX"
"MA0699.1","BSX"
"MA0699.1","HHEX"
"MA0699.1","HLX"
"MA0699.1","EN1"
"MA0699.1","EN2"
"MA0699.1","EMX1"
"MA0699.1","EMX2"
"MA0699.1","DLX1"
"MA0699.1","DLX2"
"MA0699.1","DLX3"
"MA0699.1","DLX4"
"MA0699.1","DLX5"
"MA0699.1","DLX6"
"MA0699.1","DBX1"
"MA0699.1","DBX2"
"MA0699.1","VAX1"
"MA0699.1","VAX2"
"MA0699.1","TLX1"
"MA0699.1","TLX2"
"MA0699.1","TLX3"
"MA0699.1","BARX1"
"MA0699.1","BARX2"
"MA0699.1","HMX1"
"MA0699.1","HMX2"
"MA0699.1","HMX3"
"MA0699.1","MSX1"
"MA0699.1","MSX2"
"MA0699.1","LBX1"
"MA0699.1","BARHL1"
"MA0699.1","BARHL2"
"MA0699.1","NR2E1"
"MA0700.1","LHX6"
"MA0700.1","LHX8"
"MA0700.1","LHX3"
"MA0700.1","LHX4"
"MA0700.1","LHX9"
"MA0700.1","LHX1"
"MA0700.1","LHX5"
"MA0700.1","ISL1"
"MA0700.1","ISL2"
"MA0701.1","LHX6"
"MA0701.1","LHX8"
"MA0701.1","LHX3"
"MA0701.1","LHX4"
"MA0701.1","LHX2"
"MA0701.1","LHX1"
"MA0701.1","LHX5"
"MA0701.1","ISL1"
"MA0701.1","ISL2"
"MA0704.1","LHX6"
"MA0704.1","LHX8"
"MA0704.1","LHX3"
"MA0704.1","LHX2"
"MA0704.1","LHX9"
"MA0704.1","LHX1"
"MA0704.1","LHX5"
"MA0704.1","ISL1"
"MA0704.1","ISL2"
"MA0705.1","LHX6"
"MA0705.1","LHX3"
"MA0705.1","LHX4"
"MA0705.1","LHX2"
"MA0705.1","LHX9"
"MA0705.1","LHX1"
"MA0705.1","LHX5"
"MA0705.1","ISL1"
"MA0705.1","ISL2"
"MA0706.1","CDX1"
"MA0706.1","CDX2"
"MA0706.1","CDX4"
"MA0706.1","HOXA9"
"MA0706.1","HOXD11"
"MA0706.1","HOXC12"
"MA0706.1","HOXD12"
"MA0706.1","HOXA13"
"MA0706.1","HOXB13"
"MA0706.1","HOXC13"
"MA0706.1","HOXD13"
"MA0706.1","HOXB9"
"MA0706.1","HOXC9"
"MA0706.1","HOXD9"
"MA0706.1","HOXA10"
"MA0706.1","HOXC10"
"MA0706.1","HOXD10"
"MA0706.1","HOXA11"
"MA0706.1","HOXC11"
"MA0706.1","HOXB8"
"MA0706.1","HOXC8"
"MA0706.1","HOXD8"
"MA0706.1","HOXA6"
"MA0706.1","HOXB6"
"MA0706.1","HOXC6"
"MA0706.1","HOXA7"
"MA0706.1","HOXB7"
"MA0706.1","HOXA5"
"MA0706.1","HOXB5"
"MA0706.1","HOXC5"
"MA0706.1","HOXA4"
"MA0706.1","HOXB4"
"MA0706.1","HOXC4"
"MA0706.1","HOXD4"
"MA0706.1","HOXA3"
"MA0706.1","HOXB3"
"MA0706.1","HOXD3"
"MA0706.1","HOXA2"
"MA0706.1","HOXB2"
"MA0706.1","PDX1"
"MA0706.1","MEOX1"
"MA0706.1","MNX1"
"MA0706.1","GSX1"
"MA0706.1","GSX2"
"MA0706.1","GBX1"
"MA0706.1","GBX2"
"MA0706.1","EVX1"
"MA0706.1","EVX2"
"MA0706.1","HOXA1"
"MA0706.1","HOXB1"
"MA0706.1","HOXD1"
"MA0707.1","CDX1"
"MA0707.1","CDX2"
"MA0707.1","CDX4"
"MA0707.1","HOXA9"
"MA0707.1","HOXD11"
"MA0707.1","HOXC12"
"MA0707.1","HOXD12"
"MA0707.1","HOXA13"
"MA0707.1","HOXB13"
"MA0707.1","HOXC13"
"MA0707.1","HOXD13"
"MA0707.1","HOXB9"
"MA0707.1","HOXC9"
"MA0707.1","HOXD9"
"MA0707.1","HOXA10"
"MA0707.1","HOXC10"
"MA0707.1","HOXD10"
"MA0707.1","HOXA11"
"MA0707.1","HOXC11"
"MA0707.1","HOXB8"
"MA0707.1","HOXC8"
"MA0707.1","HOXD8"
"MA0707.1","HOXA6"
"MA0707.1","HOXB6"
"MA0707.1","HOXC6"
"MA0707.1","HOXA7"
"MA0707.1","HOXB7"
"MA0707.1","HOXA5"
"MA0707.1","HOXB5"
"MA0707.1","HOXC5"
"MA0707.1","HOXA4"
"MA0707.1","HOXB4"
"MA0707.1","HOXC4"
"MA0707.1","HOXD4"
"MA0707.1","HOXA3"
"MA0707.1","HOXB3"
"MA0707.1","HOXD3"
"MA0707.1","HOXA2"
"MA0707.1","HOXB2"
"MA0707.1","PDX1"
"MA0707.1","MEOX1"
"MA0707.1","MEOX2"
"MA0707.1","GSX1"
"MA0707.1","GSX2"
"MA0707.1","GBX1"
"MA0707.1","GBX2"
"MA0707.1","EVX1"
"MA0707.1","EVX2"
"MA0707.1","HOXA1"
"MA0707.1","HOXB1"
"MA0707.1","HOXD1"
"MA0708.1","NANOG"
"MA0708.1","NOTO"
"MA0708.1","VENTX"
"MA0708.1","BSX"
"MA0708.1","HHEX"
"MA0708.1","HLX"
"MA0708.1","EN1"
"MA0708.1","EN2"
"MA0708.1","EMX1"
"MA0708.1","EMX2"
"MA0708.1","DLX1"
"MA0708.1","DLX2"
"MA0708.1","DLX3"
"MA0708.1","DLX4"
"MA0708.1","DLX5"
"MA0708.1","DLX6"
"MA0708.1","DBX1"
"MA0708.1","DBX2"
"MA0708.1","VAX1"
"MA0708.1","VAX2"
"MA0708.1","TLX1"
"MA0708.1","TLX2"
"MA0708.1","TLX3"
"MA0708.1","BARX1"
"MA0708.1","BARX2"
"MA0708.1","HMX1"
"MA0708.1","HMX2"
"MA0708.1","HMX3"
"MA0708.1","MSX1"
"MA0708.1","LBX1"
"MA0708.1","LBX2"
"MA0708.1","BARHL1"
"MA0708.1","BARHL2"
"MA0708.1","NR2E1"
"MA0710.1","NANOG"
"MA0710.1","VENTX"
"MA0710.1","BSX"
"MA0710.1","HHEX"
"MA0710.1","HLX"
"MA0710.1","EN1"
"MA0710.1","EN2"
"MA0710.1","EMX1"
"MA0710.1","EMX2"
"MA0710.1","DLX1"
"MA0710.1","DLX2"
"MA0710.1","DLX3"
"MA0710.1","DLX4"
"MA0710.1","DLX5"
"MA0710.1","DLX6"
"MA0710.1","DBX1"
"MA0710.1","DBX2"
"MA0710.1","VAX1"
"MA0710.1","VAX2"
"MA0710.1","TLX1"
"MA0710.1","TLX2"
"MA0710.1","TLX3"
"MA0710.1","BARX1"
"MA0710.1","BARX2"
"MA0710.1","HMX1"
"MA0710.1","HMX2"
"MA0710.1","HMX3"
"MA0710.1","MSX1"
"MA0710.1","MSX2"
"MA0710.1","LBX1"
"MA0710.1","LBX2"
"MA0710.1","BARHL1"
"MA0710.1","BARHL2"
"MA0710.1","NR2E1"
"MA0711.1","HOPX"
"MA0711.1","ISX"
"MA0711.1","LEUTX"
"MA0711.1","NOBOX"
"MA0711.1","OTP"
"MA0711.1","ARGFX"
"MA0711.1","RAX"
"MA0711.1","SEBOX"
"MA0711.1","SHOX"
"MA0711.1","UNCX"
"MA0711.1","ARX"
"MA0711.1","DPRX"
"MA0711.1","DRGX"
"MA0711.1","GSC"
"MA0711.1","GSC2"
"MA0711.1","ESX1"
"MA0711.1","DUXA"
"MA0711.1","DUX4"
"MA0711.1","VSX1"
"MA0711.1","VSX2"
"MA0711.1","TPRX1"
